0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
399,G053,LA-GRINDING-CT-WD PINION(CTGB),LABOUR,NA,2,NOS,0,0,0,0,GHANSHYAM VVN,90,0,0,18,2,,LABOUR-LA-GRINDING-CT-WD PINION(CTGB),180,32.4,212.4,LABOUR
400,G053,MT ALL GB KEY(CTGB),BF,NA,2,Nos,0,0,0,0,GHANSHYAM VVN,100,0,0,18,2,,MISCPART,200,36,236,LABOUR
401,G053,(3TH)MT-INPUT PINION(3TH)Ø42 X 220 LG,ROUND,EN-19,1,NOS,50,230,0,0,GHANSHYAM VVN,78,0,0,18,3.54,,MT-ROUND Ø 50 X 230 mm Long,276.276,49.72968,326.00568,MISCPART
402,G053,(3TH)MT-FIRST PINION(3TH)Ø56 X 145 LG,ROUND,EN-19,1,NOS,65,155,0,0,GHANSHYAM VVN,78,0,0,18,4.03,,MT-ROUND Ø 65 X 155 mm Long,314.65434,56.6377812,371.2921212,ROUND50
403,G053,(3TH)MT-SECOUND PINION(3TH)Ø 83 X 147 LG,ROUND,EN-19,1,NOS,90,155,0,0,GHANSHYAM VVN,78,0,78,18,7.73,,MT-ROUND Ø 90 X 155 mm Long,681.24264,122.6236752,803.8663152,ROUND65
404,G053,(3TH)MT-GEAR 1(3TH)Ø 247 X 24 LG,ROUND,EN-9,1,NOS,260,30,0,0,GHANSHYAM VVN,78,0,78,18,12.49,,MT-ROUND Ø 260 X 30 mm Long,1052.41344,189.4344192,1241.847859,ROUND90
405,G053,(3TH)MT-GEAR 2(3TH)Ø 295 X 34 LG,ROUND,EN-9,1,NOS,320,40,0,0,GHANSHYAM VVN,78,0,78,18,25.23,,MT-ROUND Ø 320 X 40 mm Long,2046.04608,368.2882944,2414.334374,ROUND260
406,G053,(3TH)MT-GEAR 3(3TH)Ø 294 X 52 LG,ROUND,EN-9,1,NOS,320,60,0,0,GHANSHYAM VVN,78,0,78,18,37.85,,MT-ROUND Ø 320 X 60 mm Long,3030.06912,545.4124416,3575.481562,ROUND320
407,G053,(3TH)LA-TUR-INPUT PINION(3TH)Ø42 X 220 LG,LABOUR,NA,1,NOS,0,0,0,0,GHANSHYAM VVN,500,0,0,18,1,,LABOUR-(3TH)LA-TUR-INPUT PINION(3TH)Ø42 X 220 LG,500,90,590,ROUND320
408,G053,(3TH)LA-TUR-FIRST PINION(3TH)Ø56 X 145 LG,LABOUR,NA,1,NOS,0,0,0,0,GHANSHYAM VVN,250,0,0,18,1,,LABOUR-(3TH)LA-TUR-FIRST PINION(3TH)Ø56 X 145 LG,250,45,295,LABOUR
409,G053,(3TH)LA-TUR-SECOUND PINION(3TH)Ø 83 X 147 LG,LABOUR,NA,1,NOS,0,0,0,0,GHANSHYAM VVN,250,0,0,18,1,,LABOUR-(3TH)LA-TUR-SECOUND PINION(3TH)Ø 83 X 147 LG,250,45,295,LABOUR
410,G053,(3TH)LA-TUR-GEAR 1(3TH)Ø 247 X 24 LG,LABOUR,NA,1,NOS,0,0,0,0,GHANSHYAM VVN,300,0,0,18,1,,LABOUR-(3TH)LA-TUR-GEAR 1(3TH)Ø 247 X 24 LG,300,54,354,LABOUR
411,G053,(3TH)LA-TUR-GEAR 2(3TH)Ø 295 X 34 LG,LABOUR,NA,1,NOS,0,0,0,0,GHANSHYAM VVN,350,0,0,18,1,,LABOUR-(3TH)LA-TUR-GEAR 2(3TH)Ø 295 X 34 LG,350,63,413,LABOUR
412,G053,(3TH)LA-TUR-GEAR 3(3TH)Ø 294 X 52 LG,LABOUR,NA,1,NOS,0,0,0,0,GHANSHYAM VVN,400,0,0,18,1,,LABOUR-(3TH)LA-TUR-GEAR 3(3TH)Ø 294 X 52 LG,400,72,472,LABOUR
413,G053,(3TH)LA-HT-INPUT PINION(3TH)Ø42 X 220 LG,LABOUR,NA,1,NOS,0,0,0,0,GHANSHYAM VVN,60,0,0,18,1,,LABOUR-(3TH)LA-HT-INPUT PINION(3TH)Ø42 X 220 LG,60,10.8,70.8,LABOUR
414,G053,(3TH)LA-HT-FIRST PINION(3TH)Ø56 X 145 LG,LABOUR,NA,1,NOS,0,0,0,0,GHANSHYAM VVN,80,0,0,18,1,,LABOUR-(3TH)LA-HT-FIRST PINION(3TH)Ø56 X 145 LG,80,14.4,94.4,LABOUR
415,G053,(3TH)LA-HT-SECOUND PINION(3TH)Ø 83 X 147 LG,LABOUR,NA,1,NOS,0,0,0,0,GHANSHYAM VVN,160,0,0,18,1,,LABOUR-(3TH)LA-HT-SECOUND PINION(3TH)Ø 83 X 147 LG,160,28.8,188.8,LABOUR
416,G053,(3TH)LA-HT-GEAR 1(3TH)Ø 247 X 24 LG,LABOUR,NA,1,NOS,0,0,0,0,GHANSHYAM VVN,240,0,0,18,1,,LABOUR-(3TH)LA-HT-GEAR 1(3TH)Ø 247 X 24 LG,240,43.2,283.2,LABOUR
417,G053,(3TH)LA-HT-GEAR 2(3TH)Ø 295 X 34 LG,LABOUR,NA,1,NOS,0,0,0,0,GHANSHYAM VVN,500,0,0,18,1,,LABOUR-(3TH)LA-HT-GEAR 2(3TH)Ø 295 X 34 LG,500,90,590,LABOUR
418,G053,(3TH)LA-HT-GEAR 3(3TH)Ø 294 X 52 LG,LABOUR,NA,1,NOS,0,0,0,0,GHANSHYAM VVN,800,0,0,18,1,,LABOUR-(3TH)LA-HT-GEAR 3(3TH)Ø 294 X 52 LG,800,144,944,LABOUR
419,G053,(3TH)LA-TEETH-INPUT PINION(3TH)Ø42 X 220 LG,LABOUR,NA,1,NOS,0,0,0,0,GHANSHYAM VVN,400,0,0,18,1,,LABOUR-(3TH)LA-TEETH-INPUT PINION(3TH)Ø42 X 220 LG,400,72,472,LABOUR
420,G053,(3TH)LA-TEETH-FIRST PINION(3TH)Ø56 X 145 LG,LABOUR,NA,1,NOS,0,0,0,0,GHANSHYAM VVN,300,0,0,18,1,,LABOUR-(3TH)LA-TEETH-FIRST PINION(3TH)Ø56 X 145 LG,300,54,354,LABOUR
421,G053,(3TH)LA-TEETH-SECOUND PINION(3TH)Ø 83 X 147 LG,LABOUR,NA,1,NOS,0,0,0,0,GHANSHYAM VVN,300,0,0,18,1,,LABOUR-(3TH)LA-TEETH-SECOUND PINION(3TH)Ø 83 X 147 LG,300,54,354,LABOUR
422,G053,(3TH)LA-TEETH-GEAR 1(3TH)Ø 247 X 24 LG,LABOUR,NA,1,NOS,0,0,0,0,GHANSHYAM VVN,300,0,0,18,1,,LABOUR-(3TH)LA-TEETH-GEAR 1(3TH)Ø 247 X 24 LG,300,54,354,LABOUR
423,G053,(3TH)LA-TEETH-GEAR 2(3TH)Ø 295 X 34 LG,LABOUR,NA,1,NOS,0,0,0,0,GHANSHYAM VVN,500,0,0,18,1,,LABOUR-(3TH)LA-TEETH-GEAR 2(3TH)Ø 295 X 34 LG,500,90,590,LABOUR
424,G053,(3TH)LA-TEETH-GEAR 3(3TH)Ø 294 X 52 LG,LABOUR,NA,1,NOS,0,0,0,0,GHANSHYAM VVN,600,0,0,18,1,,LABOUR-(3TH)LA-TEETH-GEAR 3(3TH)Ø 294 X 52 LG,600,108,708,LABOUR
425,G053,(3TH)LA-KEYWAY-INPUT PINION(3TH)Ø42 X 220 LG,LABOUR,NA,1,NOS,0,0,0,0,GHANSHYAM VVN,100,0,0,18,1,,LABOUR-(3TH)LA-KEYWAY-INPUT PINION(3TH)Ø42 X 220 LG,100,18,118,LABOUR
426,G053,(3TH)LA-KEYWAY-FIRST PINION(3TH)Ø56 X 145 LG,LABOUR,NA,1,NOS,0,0,0,0,GHANSHYAM VVN,100,0,0,18,1,,LABOUR-(3TH)LA-KEYWAY-FIRST PINION(3TH)Ø56 X 145 LG,100,18,118,LABOUR
427,G053,(3TH)LA-KEYWAY-SECOUND PINION(3TH)Ø 83 X 147 LG,LABOUR,NA,1,NOS,0,0,0,0,GHANSHYAM VVN,100,0,0,18,1,,LABOUR-(3TH)LA-KEYWAY-SECOUND PINION(3TH)Ø 83 X 147 LG,100,18,118,LABOUR
428,G053,(3TH)LA-KEYWAY-GEAR 1(3TH)Ø 247 X 24 LG,LABOUR,NA,1,NOS,0,0,0,0,GHANSHYAM VVN,100,0,0,18,1,,LABOUR-(3TH)LA-KEYWAY-GEAR 1(3TH)Ø 247 X 24 LG,100,18,118,LABOUR
429,G053,(3TH)LA-KEYWAY-GEAR 2(3TH)Ø 295 X 34 LG,LABOUR,NA,1,NOS,0,0,0,0,GHANSHYAM VVN,100,0,0,18,1,,LABOUR-(3TH)LA-KEYWAY-GEAR 2(3TH)Ø 295 X 34 LG,100,18,118,LABOUR
430,G053,(3TH)LA-KEYWAY-GEAR 3(3TH)Ø 294 X 52 LG,LABOUR,NA,1,NOS,0,0,0,0,GHANSHYAM VVN,100,0,0,18,1,,LABOUR-(3TH)LA-KEYWAY-GEAR 3(3TH)Ø 294 X 52 LG,100,18,118,LABOUR
431,G053,(3TH)LA-GRINDING-INPUT PINION(3TH)Ø42 X 220 LG,LABOUR,NA,1,NOS,0,0,0,0,GHANSHYAM VVN,100,0,0,18,1,,LABOUR-(3TH)LA-GRINDING-INPUT PINION(3TH)Ø42 X 220 LG,100,18,118,LABOUR
432,G053,(3TH)LA-GRINDING-FIRST PINION(3TH)Ø56 X 145 LG,LABOUR,NA,1,NOS,0,0,0,0,GHANSHYAM VVN,100,0,0,18,1,,LABOUR-(3TH)LA-GRINDING-FIRST PINION(3TH)Ø56 X 145 LG,100,18,118,LABOUR
433,G053,(3TH)LA-GRINDING-SECOUND PINION(3TH)Ø 83 X 147 LG,LABOUR,NA,1,NOS,0,0,0,0,GHANSHYAM VVN,200,0,0,18,1,,LABOUR-(3TH)LA-GRINDING-SECOUND PINION(3TH)Ø 83 X 147 LG,200,36,236,LABOUR
434,G053,(3TH)CIRCLIP EXTERNAL 38 ,BF,STD,1,NOS,38,0,0,0,PATEL ENTERPRISE,20,0,0,18,1,,38,20,3.6,23.6,LABOUR
435,G053,(3TH)CIRCLIP EXTERNAL A-52,BF,STD,1,NOS,52,0,0,0,PATEL ENTERPRISE,20,0,0,18,1,,A-52,20,3.6,23.6,A-38 
436,G053,(3TH)SPACER THIRD PAIR,ROUND,NA,1,NOS,65,12,0,0,GHANSHYAM VVN,100,0,0,18,0.31,,MT-ROUND Ø 65 X 12 mm Long,31.2312,5.621616,36.852816,A-52
437,G053,(3TH)BALL BF (6205)52 X 25 X 15,BF,STD,1,NOS,6205,0,0,0,PATEL ENTERPRISE,300,0,0,18,1,24,STD- BF6205 X 0 MM LONG,300,54,354,ROUND65
438,G053,(3TH)BALL BF (6006)55 X 30 X 13,BF,STD,1,NOS,6006,0,0,0,PATEL ENTERPRISE,350,0,0,18,1,24,STD- BF6006 X 0 MM LONG,350,63,413,BEARING6205
439,G053,(3TH)BALL BF (6207)72 X 35 X 17,BF,STD,2,NOS,6207,0,0,0,PATEL ENTERPRISE,400,0,0,18,2,24,STD- BF6207 X 0 MM LONG,800,144,944,BEARING6006
440,G053,(3TH)BALL BF (6208)80 X 40 X 18,BF,STD,2,NOS,6208,0,0,0,PATEL ENTERPRISE,500,0,0,18,2,24,STD- BF6208 X 0 MM LONG,1000,180,1180,BEARING6207
441,G053,(3TH)BALL BF (6211)100 X 55 X 21,BF,STD,2,NOS,6211,0,0,0,PATEL ENTERPRISE,600,0,0,18,2,24,STD- BF6211 X 0 MM LONG,1200,216,1416,BEARING6208
442,G053,(3TH)BF60 X 85 X 10,BF,STD,1,NOS,608510,0,0,0,CASH,60,0,0,18,1,,OILSEAL60X85X10,60,10.8,70.8,BEARING6211
443,G053,(3TH)BF42 X 30 X 7,BF,STD,1,NOS,30427,0,0,0,PATEL ENTERPRISE,70,0,0,18,1,24,30427,70,12.6,82.6,OILSEAL60X85X10
444,G053,(3TH)KEY 10 X 8 X 20 LG,BF,STD,1,NOS,10,0,0,0,GHANSHYAM VVN,20,0,0,18,1,,10 X 8 X 20 LG,20,3.6,23.6,OILSEAL30X42X7
445,G053,(3TH)KEY 16 X 10 X 32 LG,BF,STD,1,NOS,16,0,0,0,GHANSHYAM VVN,20,0,0,18,1,,16 X 10 X 32 LG,20,3.6,23.6,10 X 8 X 20 LG
446,G053,(3TH)KEY 16 X 10 X 52 LG,BF,STD,2,NOS,16,0,0,0,GHANSHYAM VVN,20,0,0,18,2,,16 X 10 X 52 LG,40,7.2,47.2,16 X 10 X 32 LG
447,G053,(3TH)MT-INPUT BF HOUSING,ROUND,MS,1,NOS,100,12,0,0,GHANSHYAM VVN,80,0,0,18,0.74,,MT-ROUND Ø 100 X 12 mm Long,59.136,10.64448,69.78048,16 X 10 X 52 LG
448,G053,(3TH)LA-TURNING INPUT BF HOSING,LABOUR,STD,1,NOS,0,0,0,0,GHANSHYAM VVN,100,0,0,18,1,,LABOUR-(3TH)LA-TURNING INPUT BF HOSING,100,18,118,ROUND100
449,G053,(3TH)BOLT M 16  X 30 LG ,BF,STD,3,NOS,16,30,0,0,GHANSHYAM VVN,100,0,0,18,3,,16,300,54,354,LABOUR
450,G053,(3TH)BOLT 16 X 150 LG,BF,,4,NOS,16,150,0,0,GHANSHYAM VVN,100,0,0,18,4,,16,400,72,472,M16
451,G053,(3TH)BOLT M8 X 20 LG,BOLT,STD,4,NOS,8,20,0,0,GHANSHYAM VVN,100,0,0,18,0.08,,STD- M8 X 20 MM LONG,7.5194284,1.353497112,8.872925512,M16
452,G053,(3TH)PIPE FOR STUD BOLT ,PIPE,STD,4,NOS,225,111,0,18,GHANSHYAM VVN,100,0,0,18,0.82,,MT-PIPE OD Ø25 X ID Ø 18 X 111 THK,82.324704,14.81844672,97.14315072,M8
453,G053,(3TH)GEAR BOX IDEL PLATE 470 X 330 X 20 THK,PLATE,STD,2,NOS,20,470,330,0,GHANSHYAM VVN,70,0,0,18,48.7,,MT-PLATE Thk 20 Thk  X 470 X 330 mm Long,3409.098,613.63764,4022.73564,ROUNDPIPE25
454,G053,(3TH)SPRING WASHER 16,BOLT,SPRING WASHER,8,NOS,16,10,0,0,GHANSHYAM VVN,100,0,0,18,0.28,,SPRING WASHER- 16 X 10 MM LONG,27.73762554,4.992772596,32.73039813,PLATE20
455,G053,(3TH)GEAR SIDE PLATE 870 X 725 X 10 THK,PLATE,STD,2,NOS,10,870,725,0,GHANSHYAM VVN,70,0,0,18,99.03,,MT-PLATE Thk 10 Thk  X 870 X 725 mm Long,6931.9425,1247.74965,8179.69215,M16
456,G053,(3TH)DRUM BF HOUSING (CASTING AS PER PETERN),ROUND,CASTING,2,NOS,200,50,0,0,GHANSHYAM VVN,90,0,0,18,24.64,,MT-ROUND Ø 200 X 50 mm Long,2217.6,399.168,2616.768,PLATE10
457,G053,(3TH)BOLT M12 X 40 LG,BOLT,STD,6,NOS,12,40,0,0,GHANSHYAM VVN,100,0,0,18,0.47,,STD- M12 X 40 MM LONG,46.87010419,8.436618755,55.30672295,ROUND200
458,G053,(3TH)ROPE DRUM PIPE Ø 220 X 750LG,PIPE,STD,1,NOS,220,750,190,0,GHANSHYAM VVN,100,0,0,18,223.61,,MT-PIPE OD Ø220 X ID Ø 0 X 750 THK,22360.8,4024.944,26385.744,M12
459,G053,(3TH)ROPE DRUM IDLE SIDE SHAFT ,ROUND,STD,1,NOS,70,160,0,0,GHANSHYAM VVN,80,0,0,18,4.83,,MT-ROUND Ø 70 X 160 mm Long,386.3552,69.543936,455.899136,ROUNDPIPE220
460,G053,(3TH)ROPE DRUM DRIVE SIDE PLATE,ROUND,STD,1,NOS,70,210,0,0,GHANSHYAM VVN,80,0,0,18,6.34,,MT-ROUND Ø 70 X 210 mm Long,507.0912,91.276416,598.367616,ROUND70
461,G053,(3TH)ROPE DRUM INSIDE PLATE ,ROUND,STD,2,NOS,200,12,0,0,GHANSHYAM VVN,80,0,0,18,5.91,,MT-ROUND Ø 200 X 12 mm Long,473.088,85.15584,558.24384,ROUND70
462,G053,(3TH)ROPE GUIDE LEFT SIDE & RIGHT SIDE ,BF,STD,2,NOS,0,0,0,0,GHANSHYAM VVN,1500,0,0,18,2,,BF,3000,540,3540,ROUND200
463,G053,(3TH)ROPE DRUM GUTKO,BF,STD,2,NOS,0,0,0,0,GHANSHYAM VVN,150,0,0,18,2,,BF,300,54,354,BF
464,G053,(3TH)PLANE WASHER 65 X 6 MM THK,ROUND,STD,1,NOS,65,6,0,0,GHANSHYAM VVN,80,0,0,18,0.16,,MT-ROUND Ø 65 X 6 mm Long,12.49248,2.2486464,14.7411264,BF
465,G053,(3TH)MOTOR MAIN HOIST 5 HP 1440 RPM FOOT MOUNTED WITHOUT 190 X BRAKE,BF,STD,1,NOS,0,0,0,0,STARSON AUTOMATION,8968,0,0,18,1,,MOTOR5HP1440FOOT,8968,1614.24,10582.24,ROUND65
466,G053,(3TH)MOTOR  CT GEARBOX .75 HP 1440 RPM FACE MOUNTED WITH BRAKE,BF,STD,1,NOS,,0,0,0,UNKNOWN,8995,0,0,18,1,,0,8995,1619.1,10614.1,MOTOR5HP1440FOOT
467,G053,(3TH)HALF GEAR COUPLING 100 ,BF,STD,1,NOS,,0,0,0,UNKNOWN,4500,0,0,18,1,,0,4500,810,5310,
468,G053,(3TH)ROTTERY LIMIT SWITCH 1:50,BF,STD,1,NOS,,0,0,0,UNKNOWN,2600,0,0,18,1,,0,2600,468,3068,
469,G053,(3TH)LIMIT SWITCH BUMMEN FOR MH,BF,STD,2,NOS,,0,0,0,UNKNOWN,450,0,0,18,2,,0,900,162,1062,
470,G053,(3TH)MT-ROTTERY SWITCH STAND PLATE,PLATE,STD,1,NOS,8,200,200,0,GHANSHYAM VVN,80,0,0,18,2.51,,MT-PLATE Thk 8 Thk  X 200 X 200 mm Long,200.96,36.1728,237.1328,
471,G053,(3TH)MT-ROTTERY SWITCH STAND ANGLE,ISMC,ANGLE40X6,2,NOS,406,200,0,0,GHANSHYAM VVN,80,0,0,18,1.4,,MT-(3TH)MT-ROTTERY SWITCH STAND ANGLE X 200 mm Long,112,20.16,132.16,PLATE8
472,G053,(3TH)BOLT M6 30 LG (ROTTERY),BOLT,PIN,4,NOS,6,30,0,0,GHANSHYAM VVN,100,0,0,18,0.06,,PIN- M6 X 30 MM LONG,6.4631259,1.163362662,7.626488562,ISA406
473,G053,(3TH)NUT M6(ROTTERY),BOLT,NUT,4,NOS,6,10,0,0,GHANSHYAM VVN,100,0,0,18,0.02,,NUT- M6 X 10 MM LONG,2.1543753,0.387787554,2.542162854,M6
474,G053,(3TH EC)BF (6207-72 X 35 X 17),BF,STD,8,NOS,6207,0,0,0,PATEL ENTERPRISE,500,0,0,18,8,24,STD- BF6207 X 0 MM LONG,4000,720,4720,M6
475,G053,(3TH)CIRCLIP INTERNAL  B72,BF,CIRCLIPB72,4,NOS,72,0,0,0,UNKNOWN,50,0,0,18,4,,CIRCLIPB72,200,36,236,BEARING6207
476,G053,(3TH)CIRCLIP EXTERNAL A35,BF,CIRCLIPB72,4,NOS,35,0,0,0,UNKNOWN,50,0,0,18,4,,CIRCLIPA35,200,36,236,CIRCLIPB72
477,G053,(3TH)MT-WHEEL SHAFT,ROUND,EN-8,4,NOS,50,140,0,0,UNKNOWN,80,0,0,18,8.62,,MT-ROUND Ø 50 X 140 mm Long,689.92,124.1856,814.1056,CIRCLIPA35
478,G053,(3TH)LA-TUR-WHEEL SHAFT,LABOUR,NA,4,NOS,0,0,0,0,UNKNOWN,150,0,0,18,4,,LABOUR-(3TH)LA-TUR-WHEEL SHAFT,600,108,708,ROUND50
479,G053,(3TH)LA-KEY-WHEEL SHAFT,LABOUR,NA,4,NOS,0,0,0,0,UNKNOWN,50,0,0,18,4,,LABOUR-(3TH)LA-KEY-WHEEL SHAFT,200,36,236,LABOUR
480,G053,(3TH)MT-CT  DRIVE WHEEL,ROUND,NA,4,NOS,185,70,0,0,UNKNOWN,80,0,0,18,59.03,,MT-ROUND Ø 185 X 70 mm Long,4722.5024,850.050432,5572.552832,LABOUR
481,G053,(3TH)LA-TUR-CT WHEEL,LABOUR,NA,4,NOS,0,0,0,0,UNKNOWN,500,0,0,18,4,,LABOUR-(3TH)LA-TUR-CT WHEEL,2000,360,2360,ROUND185
482,G053,(3TH)LA-TEETH-CT WHEEL,LABOUR,NA,2,NOS,0,0,0,0,UNKNOWN,500,0,0,18,2,,LABOUR-(3TH)LA-TEETH-CT WHEEL,1000,180,1180,LABOUR
483,G053,(3TH)HEX NUT M30,BOLT,NUT,4,NOS,30,30,0,0,UNKNOWN,100,0,0,18,1.2,,NUT- M30 X 30 MM LONG,120,21.6,141.6,LABOUR
484,G053,(3TH)LOCKNUT M30,BOLT,NUT,4,NOS,30,15,0,0,UNKNOWN,100,0,0,18,0.6,,NUT- M30 X 15 MM LONG,60,10.8,70.8,M30
485,G053,(3TH)MT-CCHANEL FOR RUNNER 175 X 735,ISMC,NA,2,KGS,175,735,0,0,UNKNOWN,80,0,0,18,28.08,,MT-(3TH)MT-CCHANEL FOR RUNNER 175 X 735 X 735 mm Long,2246.16,404.3088,2650.4688,M30
486,G053,(3TH)LA-RUNNER ASSEMBLY BORRONG,LABOUR,NA,2,NOS,0,0,0,0,UNKNOWN,1500,0,0,18,2,,LABOUR-(3TH)LA-RUNNER ASSEMBLY BORRONG,3000,540,3540,CH175
487,G053,(3TH)MT-PLATE FOR RUUNNER ,PLATE,N,4,KGS,12,210,150,0,GHANSHYAM VVN,80,0,0,18,11.87,,MT-PLATE Thk 12 Thk  X 210 X 150 mm Long,949.536,170.91648,1120.45248,LABOUR
488,G053,(3TH)MT-CENTERPULLY STAND,PLATE,NA,2,KGS,12,120,655,0,GHANSHYAM VVN,80,0,0,18,14.81,,MT-PLATE Thk 12 Thk  X 120 X 655 mm Long,1184.6592,213.238656,1397.897856,PLATE12
489,G053,(3TH)MT-CENTERPULLY STIFFNER,PLATE,NA,4,KGS,10,80,40,0,GHANSHYAM VVN,80,0,0,18,1,,MT-PLATE Thk 10 Thk  X 80 X 40 mm Long,80.384,14.46912,94.85312,PLATE12
490,G053,(3TH)MT-CENTERPULLY SQBAR 40 X 120,SQ BAR,NA,2,KGS,40,120,40,0,UNKNOWN,80,0,0,18,3.01,,MT-SQ BAR  X 0 X 120 Long,241.152,43.40736,284.55936,PLATE10
491,G053,(3TH)MT-CENTERPULLY ROUND 60 X 45,ROUND,NA,2,KGS,60,45,0,0,UNKNOWN,80,0,0,18,2,,MT-ROUND Ø 60 X 45 mm Long,159.6672,28.740096,188.407296,SQBAR40
492,G053,(3TH)MT-CENTERPULLY Ø160 X 20,ROUND,NA,1,KGS,160,25,0,0,UNKNOWN,80,0,0,18,3.94,,MT-ROUND Ø 160 X 25 mm Long,315.392,56.77056,372.16256,ROUND60
493,G053,(3TH)LA-TUR-CENTERPULLY,LABOUR,NA,1,NOS,0,0,0,0,GHANSHYAM VVN,150,0,0,18,1,,LABOUR-(3TH)LA-TUR-CENTERPULLY,150,27,177,ROUND160
494,G053,(3TH)MT-CENTERPULLY SHAFT Ø40 X 90,ROUND,N,1,KGS,40,90,0,0,GHANSHYAM VVN,80,0,0,18,0.89,,MT-ROUND Ø 40 X 90 mm Long,70.9632,12.773376,83.736576,LABOUR
495,G053,(3TH)MT-STUD M25,ROUND,NA,3,NOS,25,755,0,0,UNKNOWN,80,0,0,18,8.72,,MT-ROUND Ø 25 X 755 mm Long,697.62,125.5716,823.1916,ROUND40
496,G053,(3TH)MT-PLATE FOR STUD RESTING 100 X75 X 10 THK,PLATE,NA,2,NOS,10,100,75,0,GHANSHYAM VVN,80,0,0,18,1.18,,MT-PLATE Thk 10 Thk  X 100 X 75 mm Long,94.2,16.956,111.156,ROUND25
497,G053,(3TH)MT-CCHANEL FOR MOTTOR STAND,ISMC,NA,1,NOS,125,775,0,0,UNKNOWN,80,0,0,18,9.84,,MT-(3TH)MT-CCHANEL FOR MOTTOR STAND X 775 mm Long,787.4,141.732,929.132,PLATE10
498,G053,(3TH)MT-PLATE FOR MOTOR STAND SIDE 135 X 125 X 12 THK,PLATE,NA,2,NOS,12,135,125,0,GHANSHYAM VVN,80,0,0,18,3.18,,MT-PLATE Thk 12 Thk  X 135 X 125 mm Long,254.34,45.7812,300.1212,CH125
499,G053,(3TH)MT-PLATE FOR MOTOR  250 X 200 X 10 THK,PLATE,NA,1,NOS,10,250,200,0,GHANSHYAM VVN,80,0,0,18,3.93,,MT-PLATE Thk 10 Thk  X 250 X 200 mm Long,314,56.52,370.52,PLATE12
500,G053,(3TH)MT-ANGLE 35*5 X 65 LIMIT SWITCH,ISMC,NA,2,NOS,355,65,0,0,UNKNOWN,80,0,0,18,0.34,,MT-(3TH)MT-ANGLE 35*5 X 65 LIMIT SWITCH X 65 mm Long,27.04,4.8672,31.9072,PLATE10
501,G053,(3TH)MT-PATO 25X8X740 LG,PLATE,NA,2,NOS,8,25,740,0,GHANSHYAM VVN,80,0,0,18,2.32,,MT-PLATE Thk 8 Thk  X 25 X 740 mm Long,185.888,33.45984,219.34784,ISA355
502,G053,(3TH)BOLT 6 X 15 FOR COVER,BOLT,NA,12,NOS,6,15,0,0,UNKNOWN,100,0,0,18,0.1,,NA- M6 X 15 MM LONG,9.69468885,1.745043993,11.43973284,PLATE8
503,G049,LA-SR 650 BODY,LABOUR,NA,250,Kgs,0,0,0,0,KARMYOG HEATREATMENT PVT LTD,6,0,0,18,250,0,LABOUR-LA-SR 650 BODY,1500,270,1770,M6
504,G051,MT IPRUF 50 X 325 (2000),ROUND,EN-19,1,Kgs,50,2000,0,0,HINDUSTAN ENTERPRISE,65,0,0,18,30.8,21,MT-ROUND Ø 50 X 2000 mm Long,2002,360.36,2362.36,LABOUR
505,G051,MT IMP RUF Ø65 X 220(1350 LONG) 06 NOS,ROUND,EN-19,1,Kgs,65,1350,0,0,HINDUSTAN ENTERPRISE,65,0,0,18,35.14,21,MT-ROUND Ø 65 X 1350 mm Long,2283.7815,411.08067,2694.86217,ROUND50
506,G051,MT OPS  RUF Ø 70 X 290 (1750 LONG 6 NOS,ROUND,EN-9,1,Kgs,70,1750,0,0,HINDUSTAN ENTERPRISE,65,0,0,18,52.82,21,MT-ROUND Ø 70 X 1750 mm Long,3433.43,618.0174,4051.4474,ROUND65
507,G051,MT GEAR1 RUF Ø230 X 42,ROUND,EN-9,6,Nos,230,42,0,0,HINDUSTAN ENTERPRISE,65,0,0,18,82.12,21,MT-ROUND Ø 230 X 42 mm Long,5337.65232,960.7774176,6298.429738,ROUND70
508,G051,MT GEAR2 RUF Ø265 X 50,ROUND,EN-9,6,Nos,265,50,0,0,HINDUSTAN ENTERPRISE,65,0,0,18,129.78,21,MT-ROUND Ø 265 X 50 mm Long,8435.427,1518.37686,9953.80386,ROUND230
509,G053,EC MT WEB PL6 X 175 X 2450-4 NOS & 168 STI 8 NOS=11144LG,PLATE,NA,2,Kgs,6,175,4310,0,CHANDRAMAULI STEEL,58.3,0,49,18,71.05,0,MT-PLATE Thk 6 Thk  X 175 X 4310 mm Long,4191.235405,754.4223729,4945.657778,ROUND265
510,G053,EC PL TH6 X200X2450LG02NOS AND 2000 LG 02 NOS AND 181 LG 4 NOS ,PLATE,NA,2,Kgs,6,200,6600,0,CHANDRAMAULI STEEL,58.8,0,650,18,124.34,0,MT-PLATE Thk 6 Thk  X 200 X 6600 mm Long,7961.4272,1433.056896,9394.484096,PLATETHK6
511,G053,LTW-MT Ø205 X 100,ROUND,NA,2,Nos,205,100,0,0,HARSHAD STEEL,65,0,0,18,51.77,,MT-ROUND Ø 205 X 100 mm Long,3365.362,605.76516,3971.12716,PLATETHK6
512,G053,LTW-MT 205 X 90,ROUND,NA,2,Nos,205,90,0,0,HARSHAD STEEL,65,0,0,18,46.6,,MT-ROUND Ø 205 X 90 mm Long,3028.8258,545.188644,3574.014444,ROUND205
